section_code,section_name,category,item_type,seq,description,quantity,unit,material_amount,labor_amount,total_amount
FURN,งานครุภัณฑ์,,detail,1.18,"เครื่องปรับอากาศ ชนิดแขวน ขนาด 30,000 Btu/hr (Inverter)",1.0,ชุด,44112.0,0.0,44112.0
FURN,งานครุภัณฑ์,,detail,1.19,เครื่องหมุนเวียนอากาศ (ERV) แบบติดผนัง,0.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.20,พัดลมดูดอากาศแบบฝังฝ้าเพดาน ขนาด 4 นิ้ว พร้อมท่อระบายอากาศ,2.0,ชุด,4360.0,0.0,4360.0
FURN,งานครุภัณฑ์,,detail,1.21,พัดลมระบายอากาศ ติดผนัง ใบพัด 10 นิ้ว พร้อมฝาครอบภายนอก,1.0,ชุด,1730.0,0.0,1730.0
FURN,งานครุภัณฑ์,,detail,1.22,หมายเหตุ,0.0,,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.23,"เครื่องปรับอากาศ ใช้ของ Mitsubishi electric, daikin หรือเทียบเท่า",0.0,,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.24,รวมอุปกรณ์ รางครอบท่อ,0.0,,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.25,และต้องเข้ามาล้างทำความสะอาดอย่างน้อยปีละ 2 ครั้ง ตลอดช่วงระยะเวลารับประกันผลงาน,0.0,,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.26,ระบบจัดเก็บฝุ่นละอองสำหรับงานไม้พร้อมไซโลสำหรับเก็บ,1.0,ระบบ,1358900.0,0.0,1358900.0
FURN,งานครุภัณฑ์,,detail,1.27,เครื่องดูดฝุ่นแบบ Dust Suction Vibration Unit System,2.0,เครื่อง,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.28,ชุดถังไซโคลน,2.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.29,ชุดท่อดูดฝุ่น,2.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.30,ชุดตู้คอนโทรลขนาด 30 แรงม้า,2.0,ชุด,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,1.1,รั้วชั่วคราว ปิดกันพื้นที่รอบโครงการ,120.0,ม.,30000.0,18000.0,48000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,1.2,ค่ารถพาหนะส่งคนงาน ไป-กลับ,240.0,วัน,0.0,144000.0,144000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,1.3,ค่าเช่ารถเครน 25 ตัน,5.0,วัน,0.0,72575.0,72575.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,1.4,นั่งร้านเหล็ก,10.0,ชุด,14900.0,500.0,15400.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.1,ทดสอบแรงดัด (Bending Test),0.0,,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.1,ทดสอบชิ้นไม้คาน 2 type,6.0,งาน,0.0,36000.0,36000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.2,ทดสอบชิ้นไม้พื้น 2 type,6.0,งาน,0.0,36000.0,36000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.3,ทดสอบชิ้นไม้แป 1 type,3.0,งาน,0.0,18000.0,18000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.4,ทดสอบชิ้นไม้เสา 1 type,3.0,งาน,0.0,18000.0,18000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.2,ทดสอบแรงเฉือน (Shear Test),0.0,,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.5,ทดสอบชิ้นไม้คาน 2 type,6.0,งาน,0.0,12000.0,12000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.6,ทดสอบชิ้นไม้พื้น 2 type,6.0,งาน,0.0,12000.0,12000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.7,ทดสอบชิ้นไม้แป 1 type,3.0,งาน,0.0,6000.0,6000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.8,ทดสอบชิ้นไม้เสา 1 type,3.0,งาน,0.0,6000.0,6000.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.3,ทดสอบแรงเฉือนแนวกาว (Glue line shear Test),0.0,งาน,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.4,ทดสอบการยึดประสานกาว (Delamination Test),0.0,งาน,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.5,ทดสอบรอยต่อ (3 จุด ๆ ละ 1 ตัวอย่าง) Joint Test,0.0,งาน,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.3,ค่าชิ้นงานตัวอย่าง,0.0,,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.9,คาน B3 Glulam 200 มม.x400 มม. ยาว 8.10 ม,1.0,ท่อน,27867.84,4665.6,32533.440000000002
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.10,คาน B7 Glulam 400 มม.x700 มม. ยาว 5.60 ม,1.0,ท่อน,64438.92,11289.6,75728.52
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.11,พื้น PF1 CLT 200 มม.x500 มม. ยาว 4.00 ม,1.0,ท่อน,16305.12,2880.0,19185.120000000003
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.12,พื้น PF2 CLT 150 มม.x500 มม. ยาว 2.85 ม,1.0,ท่อน,8730.54,1539.0,10269.54
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.13,แปไม้ประสานกาว Glulam ขนาด 50 มม. x 100 มม. ยาว 4.00 ม,1.0,ท่อน,940.68,144.0,1084.6799999999998
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.14,เสา C3 Glulam 200 มม.x400 มม. ยาว 3.84 ม,1.0,ท่อน,11325.6,1889.28,13214.880000000001
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.15,ชิ้นไม้ประสานกาว Glulam ตัวอย่าง ขนาด 200x400 มม. ยาว 1.00 ม,0.0,ท่อน,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.16,B6-C3-B3-B6,1.0,ชุด,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.17,JE6,1.0,ชุด,8438.21,2953.37,11391.579999999998
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.18,ไม้ประสานกาว Glulam ขนาด 200 มม. x 400 มม. ยาว 1.00 ม,3.0,ท่อน,10501.92,1728.0,12229.92
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.19,B4-B7,1.0,ชุด,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.20,JE10,1.0,ชุด,3101.46,1085.51,4186.97
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.21,ไม้ประสานกาว Glulam ขนาด 200 มม. x 500 มม. ยาว 1.00 ม,1.0,ท่อน,4375.8,720.0,5095.8
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.22,ไม้ประสานกาว Glulam ขนาด 300 มม. x 700 มม. ยาว 2.00 ม,1.0,ท่อน,17646.72,3024.0,20670.72
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.23,C3-B7-B4,1.0,ชุด,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.24,JE11,1.0,ชุด,14640.71,5124.25,19764.96
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.25,ไม้ประสานกาว Glulam ขนาด 200 มม. x 400 มม. ยาว 1.00 ม,1.0,ท่อน,3500.64,576.0,4076.64
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.26,ไม้ประสานกาว Glulam ขนาด 200 มม. x 500 มม. ยาว 1.00 ม,1.0,ท่อน,4375.8,720.0,5095.8
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.27,ไม้ประสานกาว Glulam ขนาด 300 มม. x 700 มม. ยาว 2.00 ม,1.0,ท่อน,17646.72,3024.0,20670.72
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.28,หมายเหตุ,0.0,,0.0,0.0,0.0
SPEC,ค่าใช้จ่ายพิเศษอื่น,,detail,2.29,งานทดสอบโครงสร้าง ให้ทดสอบโดย วิศวกรรมโยธา สจล. หรือหน่วยงานที่เชื่อถือได้,0.0,,0.0,0.0,0.0
