section_code,section_name,category,item_type,seq,description,quantity,unit,material_amount,labor_amount,total_amount
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.4,ตู้MDB(AR25) ตู้แขวนภายใน (Form 1) ขนาด 90x130x30cm./3F,1.0,ชุด,50000.0,5775.0,55775.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.5,MCCB 3P 500AT (36kA),1.0,ชุด,10052.0,0.0,10052.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.6,MCCB 3P 150AT (25kA),3.0,ชุด,17400.0,0.0,17400.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.7,MCCB 3P 125AT (25kA),1.0,ชุด,5678.0,0.0,5678.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.8,MCCB 3P 100AT (25kA),1.0,ชุด,2517.0,0.0,2517.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.9,MCCB 3P 80AT (15kA),1.0,ชุด,2416.0,0.0,2416.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.1.10,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,10217.63,3065.2889999999998,13282.918999999998
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.2,ชุดกราวด์,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.2.1,Ground Rod Copper 5/8in.x8ft. (mea),1.0,ชุด,456.0,110.0,566.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.2.2,Concrete Inspection Pit 310x310x192,1.0,ชุด,1350.0,550.0,1900.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.2.3,"PVC Conduit (1"") 25mm. x 4m. (3mm.) / SCG (ช้าง)",3.0,ท่อน,363.0,86.64,449.64
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,1.2.4,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,325.34999999999997,97.60499999999999,422.9549999999999
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.1,ตู้ DB ของเดิมติดตั้งใหม่,6.0,ชุด,0.0,7200.0,7200.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.2,MCCB 3P 150A (18kA),3.0,ชุด,11811.0,0.0,11811.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.3,MCCB 3P 125AT (18kA),1.0,ชุด,3934.0,0.0,3934.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.4,MCCB 3P 100A (10kA),1.0,ชุด,2042.0,0.0,2042.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.5,MCCB 3P 80AT (10kA),1.0,ชุด,1941.0,0.0,1941.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.6,MCB 3P 32A,1.0,ชุด,1778.0,0.0,1778.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.7,MCB 3P 16A,29.0,ชุด,51562.0,0.0,51562.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.8,MCB 1P 32A,21.0,ชุด,2415.0,0.0,2415.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.9,MCB 1P 20A,13.0,ชุด,1495.0,0.0,1495.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.10,MCB 1P 16A,1.0,ชุด,115.0,0.0,115.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.11,MCB 1P 10A,12.0,ชุด,1380.0,0.0,1380.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,2.12,Accessories,1.0,งาน,5493.110000000001,1647.9330000000002,7141.043000000001
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.1,สายไฟฟ้า,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.1,สาย IEC01 เบอร์ 70 Sq.mm,60.0,ม.,21432.0,2700.0,24132.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.2,สาย IEC01 เบอร์ 50 Sq.mm,180.0,ม.,45144.0,7200.0,52344.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.3,สาย IEC01 เบอร์ 35 Sq.mm,12.0,ม.,2284.56,360.0,2644.56
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.4,สาย IEC01 เบอร์ 25 Sq.mm,16.0,ม.,2098.88,400.0,2498.88
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.5,สาย IEC01 เบอร์ 16 Sq.mm,48.0,ม.,4001.76,960.0,4961.76
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.6,สาย IEC01 เบอร์ 10 Sq.mm,0.0,ม.,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.7,สาย IEC01 เบอร์ 6 Sq.mm,804.0,ม.,25663.68,9648.0,35311.68
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.8,สาย IEC01 เบอร์ 4 Sq.mm,3456.0,ม.,72472.31999999999,34560.0,107032.31999999999
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.9,สาย IEC01 เบอร์ 2.5 Sq.mm,3862.0,ม.,51364.600000000006,27034.0,78398.6
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.10,Accessories,1.0,งาน,67338.54000000001,20201.562,87540.10200000001
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.2,ท่อสายไฟฟ้า,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.11,ราง WIREWAY 100x100 mm,8.0,ม.,1813.6,147.6,1961.1999999999998
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.12,"ท่อ IMC 1/2"" Panasonic",351.0,ม.,23166.0,9126.0,32292.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.13,"ท่อ EMT 2"" Panasonic",36.0,ม.,5779.08,1512.0,7291.08
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.14,"ท่อ EMT 1"" Panasonic",204.0,ม.,13192.68,5712.0,18904.68
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.15,"ท่อ EMT 3/4"" Panasonic",318.0,ม.,14246.4,7632.0,21878.4
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.16,"ท่อ EMT 1/2"" Panasonic",1836.0,ม.,54474.12,40392.0,94866.12
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.17,HDG. PULL BOX 400x400x150mm galvanized,2.0,กล่อง,4508.0,140.0,4648.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.18,Fittings Supports & Accessories,1.0,งาน,33801.564,10140.4692,43942.0332
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.3,โครงเหล็กยึดท่อสายไฟฟ้า,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.19,เหล็กกล่อง 50x50x2.3 มม. (3.34 กก./ม.),30.0,กก.,629.6999999999999,254.4,884.0999999999999
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.20,plate 15x15x6 mm,1.0,ชิ้น,98.0,10.5,108.5
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.21,Chemical Bolt M10,4.0,ชุด,332.0,0.0,332.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.22,งานทาสีรองพื้นกันสนิมและสีน้ำมันโครงเหล็ก,3.5,ตร.ม.,217.0,122.5,339.5
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.23,หมายเหตุ,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.24,"ไฟฟ้าแสงสว่าง IEC01 2-2.5 sq.mm. in EMT 1/2""",0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,3.25,"ไฟฟ้ากำลัง 1P IEC01 2-4/2.5G sq.mm. in EMT 1/2""",0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.1,โคมไฟ downlight ติดลอย LED E27 ขนาด 12x12 ซม. อลูมิเนียมอบสี Lamptitude หรือ L&E หรือเทียบเท่า,11.0,ชุด,7590.0,1265.0,8855.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.1,หลอด LED E27 5W Cool Daylight,11.0,ชุด,1375.0,0.0,1375.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.2,โคมไฟ LED panel 40W 30x120 ซม,58.0,ชุด,80620.0,7830.0,88450.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.3,โคมไฟติดลอย LED T5 1x13W Philips หรือเทียบเท่า,206.0,ชุด,51500.0,23690.0,75190.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.4,LED HIGH BAY 200W DL รุ่น BY239/240LM สีดำ หรือเทียบเท่า,9.0,ชุด,38700.0,5850.0,44550.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.5,โคม LED LOW BAY 100W DL,1.0,ชุด,2900.0,650.0,3550.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.6,โคมไฟติดผนัง LED E27 ขนาด 9x15.5x16 ซม,20.0,ชุด,29000.0,2300.0,31300.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.2,หลอด LED E27 8W Cool Daylight,20.0,ชุด,2500.0,0.0,2500.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.7,โคมกันน้ำกันฝุ่น IP65 LED-T8 1x18W,9.0,ชุด,6210.0,1215.0,7425.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,4.3,หลอด LED T8 1x18W,9.0,ชุด,1152.0,0.0,1152.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.1,Switch 1 Way 1 Gang Panasonic หรือเทียบเท่า,8.0,ชุด,760.0,640.0,1400.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.2,Switch 1 Way 2 Gang Panasonic หรือเทียบเท่า,8.0,ชุด,1000.0,640.0,1640.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.3,Switch 1 Way 3 Gang Panasonic หรือเทียบเท่า,1.0,ชุด,155.0,80.0,235.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.4,Switch 1 Way 4 Gang Panasonic หรือเทียบเท่า,3.0,ชุด,756.0,240.0,996.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.5,Switch 1 Way 6 Gang Panasonic หรือเทียบเท่า,4.0,ชุด,1248.0,320.0,1568.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.6,Switch 2 Way 1 Gang Panasonic หรือเทียบเท่า,2.0,ชุด,260.0,160.0,420.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.7,เต้ารับคู่ ขากลมแบน มีกราวน์ Panasonic หรือเทียบเท่า,80.0,ชุด,10708.0,7200.0,17908.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,5.8,POWER PLUG 4 ขา 16A,6.0,ชุด,1572.0,471.59999999999997,2043.6
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.1,สายเมนและตู้แผงสวิตช์รวมฝั่ง AR-25,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.1,Copper cable XLPE 0.6/1 kV 185 sq.mm,240.0,ม.,266364.00000000006,24192.000000000004,290556.00000000006
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.2,รื้อถอนตู้ตั้งพื้นภายใน (ของเดิม),1.0,EA,0.0,8489.25,8489.25
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.3,ตู้ตั้งพื้นภายใน (ของเดิม ติดตั้งกลับ),1.0,EA,0.0,8489.25,8489.25
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.4,รื้อย้ายต่อบัสบาร์ประกอบตู้ตั้งพื้นภายใน (A-B),1.0,EA,42000.0,8489.25,50489.25
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.5,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,22819.219500000003,0.0,22819.219500000003
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.2,Raceway สายเมนฝั่ง AR-25,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.6,HDG. Cabletray 700x2440mm(2mm)+Cover,6.0,SET,43104.600000000006,2050.65,45155.25000000001
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.7,HDG. PULL BOX 60x60x60 cm,1.0,EA,13860.0,154.35,14014.35
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.8,CableTypeIEC01(Ewi) 1x95sq.mm. (450/750V),10.0,ม.,4676.4,639.45,5315.849999999999
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.9,PVC Conduit(1*) 25mm.x4m.(3mm.) /SCG (ช้าง),2.0,ท่อน,254.10000000000002,60.648,314.74800000000005
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.10,Concrete Inspection Pit 310x310x192,1.0,EA,1417.5,577.5,1995.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.11,CAD One Time Bar to Cable 95 sq.mm,1.0,EA,450.45000000000005,69.3,519.75
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.12,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,16134.0375,0.0,16134.0375
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.3,สายป้อนกลุ่มฝั่งอาคารฝั่ง AR-25 (ของเดิม),0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.13,Copper cable XLPE 0.6/1 kV 185 sq.mm,200.0,ม.,221970.00000000003,20160.000000000004,242130.00000000003
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.14,Copper cable XLPE 0.6/1 kV 95 sq.mm,200.0,ม.,111300.0,15540.0,126840.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.15,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,29994.300000000003,0.0,29994.300000000003
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.4,Raceway สายป้อนกลุ่มฝั่งอาคารฝั่ง AR-25,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.16,HDG.Cabletray 700x2440mm(2mm)+Cover,4.0,SET,28736.4,1367.1000000000001,30103.5
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.17,HDG. PULL BOX 60x60x50 cm,1.0,EA,12012.0,154.35,12166.35
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.18,Epoxy Cabletray Straight,3.0,SET,10930.5,694.575,11625.075
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.19,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,12919.725,0.0,12919.725
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.5,สายป้อนอาคารเซรามิก AR-21,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.20,Copper cable XLPE 0.6/1 kV 70 sq.mm,500.0,ม.,207375.0,36225.0,243600.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.21,CableTypeIEC01(Ewi) 1x16 sq.mm. (450/750V),100.0,ม.,8337.0,2315.2500000000005,10652.25
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.22,ค่าตัดต่อสายป้อน,3.0,จุด,1575.0,1575.0,3150.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.23,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,19656.0,0.0,19656.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.24,ค่ารื้อถอน (ของค่าแรง),1.0,งาน,0.0,10028.8125,10028.8125
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.6,Raceway สายป้อน AR-21,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.25,IMC Conduit 2-1/2 in. x10 ft (TIS),40.0,EA,58800.0,7673.400000000001,66473.4
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.26,HDG. PULL BOX 20x20x20,4.0,EA,6283.2,310.8,6594.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.27,อุปกรณ์เบ็ดเตล็ด (ของค่าพัสดุ),1.0,งาน,16270.800000000001,0.0,16270.800000000001
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,6.28,ค่ารื้อถอน (ของค่าแรง),1.0,งาน,0.0,1996.0500000000002,1996.0500000000002
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.1,งานระบบปรับอากาศ,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.1,สายไฟ,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.2,สาย IEC01 เบอร์ 6 Sq.mm,152.0,ม.,4851.84,1824.0,6675.84
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.3,สาย IEC01 เบอร์ 4 Sq.mm,1496.0,ม.,31371.12,14960.0,46331.119999999995
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.4,สาย IEC01 เบอร์ 2.5 Sq.mm,724.0,ม.,9629.2,5068.0,14697.2
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.5,"ท่อ EMT 1""",54.0,ม.,3492.1800000000003,1512.0,5004.18
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.6,"ท่อ EMT 1/2""",588.0,ม.,17445.960000000003,12936.0,30381.960000000003
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.7,Accessories,1.0,งาน,20037.09,6011.1269999999995,26048.217
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.8,ค่าติดตั้งส่วนเกินมาตรฐาน,15.0,ชุด,63000.0,0.0,63000.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.9,ค่ารื้อติดตั้งใหม่เครื่องปรับอากาศเดิม,6.0,ชุด,9000.0,0.0,9000.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.2,งานระบบ Access Control,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.10,ค่าติดตั้งอุปกรณ์ รวมเทรนนิ่งและเซ็ตติ้งระบบของเครื่อง,2.0,งาน,14960.0,0.0,14960.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.11,"ค่าเดินสาย Net work (ท่อเหล็ก, สายCAT6, สายไฟ, ร้อยท่อ เดินสาย, Acc.)",1.0,งาน,21026.666666666668,0.0,21026.666666666668
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.12,Commissioning และ Testing (งานเชื่อมต่อระบบ),1.0,งาน,6300.0,0.0,6300.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.3,ค่าติดตั้งพัดลมดูดอากาศ แบบมีท่อ flex ระบายอากาศ และหน้ากากกันแมลง,2.0,ชุด,1700.0,800.0,2500.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.13,หมายเหตุ,0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.14,"ตู้ MDB MAIN, ตู้ LOAD CENTER และอุปกรณ์ประกอบ ใช้ของ Square D, Schneider หรือเทียบเท่า",0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.15,"สายไฟฟ้า ใช้ของ Yazaki, Bangkok Cable หรือเทียบเท่า",0.0,,0.0,0.0,0.0
C,C. ระบบไฟฟ้าและสื่อสาร,L7,detail,7.16,อุปกรณ์ไฟฟ้าต่างๆ สามารถเสนอเทียบเท่าโดยนำรูปแบบเสนอเพื่อขออนุมัติก่อนการใช้งานจริง,0.0,,0.0,0.0,0.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.1,DIA 1/2”,36.0,ม.,400.68,1080.0,1480.68
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.2,DIA 3/4”,16.0,ม.,215.84,480.0,695.84
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.3,DIA 1”,16.0,ม.,339.2,480.0,819.2
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.4,FITTING,1.0,งาน,382.288,114.6864,496.9744
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.5,Hanger & Supports,1.0,งาน,286.716,86.0148,372.7308
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.6,ทดสอบ ทำความสะอาด ทาสีทำสัญลักษณ์ท่อ,2.0,งาน,191.144,57.3432,248.4872
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.7,มิเตอร์ 1 นิ้ว ชนิดใบพัดระบบแม่เหล็กสองชั้น,1.0,ชุด,2053.27,200.0,2253.27
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,1.8,gate valve,4.0,ชุด,1380.0,800.0,2180.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.1,DIA 2”,64.0,ม.,2422.4,2560.0,4982.4
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.2,DIA 4”,19.0,ม.,2557.0200000000004,1900.0,4457.02
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.1,FITTING,1.0,งาน,1991.768,597.5304,2589.2984
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.2,Hanger & Supports,1.0,งาน,1493.826,448.1478,1941.9738
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.3,ทดสอบ ทำความสะอาด ทาสีทำสัญลักษณ์ท่อ,1.0,งาน,497.942,149.3826,647.3246
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.2,ท่อน้ำฝน DIA 4”,12.0,ม.,1614.96,1200.0,2814.96
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.4,FITTING,1.0,งาน,53.83200000000001,16.149600000000003,69.98160000000001
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.5,Hanger & Supports,1.0,งาน,40.374,12.1122,52.486200000000004
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.6,ทดสอบ ทำความสะอาด ทาสีทำสัญลักษณ์ท่อ,1.0,งาน,13.458000000000002,4.037400000000001,17.495400000000004
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.7,"ตะแกรงระบายน้ำ (roof drain) แบบสวม เหล็กหล่อ สำหรับท่อ 4""",2.0,จุด,570.0,150.0,720.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,2.8,"ทาสีท่อระบายน้ำฝน PVC 4"" (ระบุสีภายหลัง)",28.0,ตร.ม.,1036.0,952.0,1988.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,3.1,โครงสร้าง คสล. รับถังบำบัดน้ำเสียและถังเก็บน้ำ ชนิดฝังดิน,0.0,,0.0,0.0,0.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,3.1,เสาเข็ม หกเหลี่ยม 0.15 ยาว 4 เมตร,8.0,ต้น,3068.0,1024.0,4092.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,3.2,คอนกรีตผสมเสร็จรูป รูปทรงกระบอก 210 กก./ตร.ซม,1.17,ลบ.ม.,2890.602,545.2199999999999,3435.8219999999997
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,3.3,Wiremesh 4 mm. #0.20 m,5.85,ตร.ม.,187.2,29.25,216.45
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,3.4,ขุดดิน,10.0,ลบ.ม.,0.0,600.0,600.0
E,E. ระบบประปาและสุขาภิบาล,ระบบประปาและสุขาภิบาล,detail,3.5,ถมทรายหยาบกลับ,5.0,ลบ.ม.,2550.0,520.0,3070.0
FURN,งานครุภัณฑ์,,detail,1.1,"ถังบำบัดน้ำเสีย ไม่มีระบบเติมอากาศ พร้อมอุปกรณ์ ขนาด 3,000 ลิตร",1.0,ชุด,33290.0,0.0,33290.0
FURN,งานครุภัณฑ์,,detail,1.2,ถังเก็บน้ำ ขนาด 2000 ลิตร Paradise Duraflex DOS รุ่น DE-56/SR-2000L สีทราย หรือเทียบเท่า,1.0,ชุด,14690.0,0.0,14690.0
FURN,งานครุภัณฑ์,,detail,1.3,ปั๊มน้ำอัตโนมัติ 350 วัตต์ Mitsubishi หรือเทียบเท่า,1.0,ชุด,9100.0,0.0,9100.0
FURN,งานครุภัณฑ์,,detail,1.4,ถังดับเพลิงชนิดผงเคมีแห้ง 10 lb มอก,0.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.5,เครื่องดับเพลิงชนิดคาร์บอนไดออกไซด์ 10 lb,0.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.6,ถังดับเพลิงชนิดน้ำยาเหลวระเหย 10 lb มอก,0.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.7,Exit & Fire Exit Sign LED w/Battery,0.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.8,Emergency Battery Light w/ 2 x 6W LED,0.0,ชุด,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.9,ระบบ Access Control,0.0,,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.10,เครื่องสแกน Fingerprint Access Control Terminal Model: SenseFace 3,2.0,เครื่อง,19160.0,0.0,19160.0
FURN,งานครุภัณฑ์,,detail,1.11,Power Supply 12 VDC,2.0,ชุด,2780.0,0.0,2780.0
FURN,งานครุภัณฑ์,,detail,1.12,Magnetic Door Contact 600 lb + LZ Bracket,3.0,ชิ้น,5895.0,0.0,5895.0
FURN,งานครุภัณฑ์,,detail,1.13,Baterry 7.0 Ah,3.0,ชิ้น,1680.0,0.0,1680.0
FURN,งานครุภัณฑ์,,detail,1.14,Emergency breakglass,3.0,ชิ้น,1920.0,0.0,1920.0
FURN,งานครุภัณฑ์,,detail,1.15,Exit Switch No Touch,3.0,ชิ้น,2085.0,0.0,2085.0
FURN,งานครุภัณฑ์,,detail,1.16,ระบบปรับอากาศ,0.0,,0.0,0.0,0.0
FURN,งานครุภัณฑ์,,detail,1.17,"เครื่องปรับอากาศ ชนิดแขวน ขนาด 24,000 Btu/hr (Inverter)",8.0,ชุด,305800.0,0.0,305800.0
